#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,Button Down,End of File
4023,04-14-2023 09:40:00,3.34,82.97,0.73,,,
4024,04-14-2023 09:50:00,3.45,83.55,0.93,,,
4025,04-14-2023 10:00:00,3.52,81.31,0.62,,,
4026,04-14-2023 10:10:00,3.46,82.14,0.71,,,
4027,04-14-2023 10:20:00,3.38,81.27,0.47,,,
4028,04-14-2023 10:30:00,3.41,81.40,0.53,,,
4029,04-14-2023 10:40:00,3.49,83.15,0.91,,,
4030,04-14-2023 10:50:00,3.43,83.10,0.84,,,
4031,04-14-2023 11:00:00,3.43,80.13,0.33,,,
4032,04-14-2023 11:10:00,3.43,82.32,0.71,,,
4033,04-14-2023 11:20:00,3.49,84.04,1.05,,,
4034,04-14-2023 11:30:00,3.53,81.26,0.62,,,
4035,04-14-2023 11:40:00,3.44,82.11,0.68,,,
4036,04-14-2023 11:50:00,3.36,81.68,0.53,,,
4037,04-14-2023 12:00:00,3.42,81.67,0.58,,,
4038,04-14-2023 12:10:00,3.46,83.35,0.91,,,
4039,04-14-2023 12:20:00,3.45,83.39,0.91,,,
4040,04-14-2023 12:30:00,3.40,80.38,0.34,,,
4041,04-14-2023 12:40:00,3.42,83.00,0.81,,,
4042,04-14-2023 12:50:00,3.46,84.63,1.12,,,
4043,04-14-2023 13:00:00,3.53,80.97,0.57,,,
4044,04-14-2023 13:10:00,3.52,81.98,0.73,,,
4045,04-14-2023 13:20:00,3.45,82.05,0.68,,,
4046,04-14-2023 13:30:00,3.52,81.47,0.65,,,
4047,04-14-2023 13:40:00,3.58,82.68,0.91,,,
4048,04-14-2023 13:50:00,3.58,83.06,0.98,,,
4049,04-14-2023 14:00:00,3.56,79.70,0.38,,,
4050,04-14-2023 14:10:00,3.49,81.98,0.71,,,
4051,04-14-2023 14:20:00,3.52,84.56,1.16,,,
4052,04-14-2023 14:30:00,3.53,80.89,0.56,,,
4053,04-14-2023 14:40:00,3.48,81.85,0.68,,,
4054,04-14-2023 14:50:00,3.39,82.58,0.71,,,
4055,04-14-2023 15:00:00,3.42,81.33,0.53,,,
4056,04-14-2023 15:10:00,3.47,82.84,0.83,,,
4057,04-14-2023 15:20:00,3.46,83.26,0.89,,,
4058,04-14-2023 15:30:00,3.44,79.86,0.30,,,
4059,04-14-2023 15:40:00,3.35,82.23,0.62,,,
4060,04-14-2023 15:50:00,3.44,84.83,1.13,,,
4061,04-14-2023 16:00:00,3.45,81.03,0.51,,,
4062,04-14-2023 16:10:00,3.43,81.76,0.61,,,
4063,04-14-2023 16:20:00,3.35,82.58,0.68,,,
4064,04-14-2023 16:30:00,3.38,81.45,0.51,,,
4065,04-14-2023 16:40:00,3.46,82.86,0.83,,,
4066,04-14-2023 16:50:00,3.40,83.49,0.87,,,
4067,04-14-2023 17:00:00,3.40,79.93,0.27,,,
4068,04-14-2023 17:10:00,3.42,82.57,0.74,,,
4069,04-14-2023 17:20:00,3.46,84.84,1.16,,,
4070,04-14-2023 17:30:00,3.47,80.35,0.41,,,
4071,04-14-2023 17:40:00,3.45,81.57,0.60,,,
4072,04-14-2023 17:50:00,3.34,82.89,0.72,,,
4073,04-14-2023 18:00:00,3.45,82.01,0.67,,,
4074,04-14-2023 18:10:00,3.48,82.67,0.82,,,
4075,04-14-2023 18:20:00,3.43,83.72,0.94,,,
4076,04-14-2023 18:30:00,3.36,80.06,0.26,,,
4077,04-14-2023 18:40:00,3.40,82.50,0.70,,,
4078,04-14-2023 18:50:00,3.48,85.13,1.22,,,
4079,04-14-2023 19:00:00,3.45,80.69,0.45,,,
4080,04-14-2023 19:10:00,3.43,81.35,0.54,,,
4081,04-14-2023 19:20:00,3.40,82.96,0.78,,,
4082,04-14-2023 19:30:00,3.38,81.50,0.51,,,
4083,04-14-2023 19:40:00,3.48,82.66,0.81,,,
4084,04-14-2023 19:50:00,3.44,83.98,0.99,,,
4085,04-14-2023 20:00:00,3.04,84.33,0.66,,,
4086,04-14-2023 20:10:00,2.86,88.13,1.09,,,
4087,04-14-2023 20:20:00,2.89,90.63,1.51,,,
4088,04-14-2023 20:30:00,2.90,87.10,0.97,,,
4089,04-14-2023 20:40:00,2.88,88.60,1.19,,,
4090,04-14-2023 20:50:00,2.76,90.20,1.32,,,
4091,04-14-2023 21:00:00,2.87,88.65,1.18,,,
4092,04-14-2023 21:10:00,2.85,90.26,1.41,,,
4093,04-14-2023 21:20:00,2.82,91.05,1.50,,,
4094,04-14-2023 21:30:00,2.84,87.42,0.96,,,
4095,04-14-2023 21:40:00,2.81,89.79,1.30,,,
4096,04-14-2023 21:50:00,2.88,91.82,1.68,,,
4097,04-14-2023 22:00:00,2.88,87.92,1.08,,,
4098,04-14-2023 22:10:00,2.84,89.11,1.22,,,
4099,04-14-2023 22:20:00,2.78,90.58,1.39,,,
4100,04-14-2023 22:30:00,2.82,89.11,1.20,,,
4101,04-14-2023 22:40:00,2.86,90.38,1.44,,,
4102,04-14-2023 22:50:00,2.83,91.24,1.54,,,
4103,04-14-2023 23:00:00,2.81,87.39,0.92,,,
4104,04-14-2023 23:10:00,2.83,89.98,1.35,,,
4105,04-14-2023 23:20:00,2.86,92.02,1.69,,,
4106,04-14-2023 23:30:00,2.89,87.70,1.06,,,
4107,04-14-2023 23:40:00,2.85,88.73,1.18,,,
4108,04-14-2023 23:50:00,2.75,90.61,1.37,,,
4109,04-15-2023 00:00:00,2.82,88.66,1.13,,,
4110,04-15-2023 00:10:00,2.86,90.34,1.44,,,
4111,04-15-2023 00:20:00,2.82,91.42,1.56,,,
4112,04-15-2023 00:30:00,2.81,87.17,0.89,,,
4113,04-15-2023 00:40:00,2.82,89.80,1.31,,,
4114,04-15-2023 00:50:00,2.85,92.22,1.71,,,
4115,04-15-2023 01:00:00,2.87,87.55,1.01,,,
4116,04-15-2023 01:10:00,2.89,88.72,1.22,,,
4117,04-15-2023 01:20:00,2.78,90.80,1.42,,,
4118,04-15-2023 01:30:00,2.84,88.71,1.16,,,
4119,04-15-2023 01:40:00,2.87,90.04,1.40,,,
4120,04-15-2023 01:50:00,2.84,91.33,1.57,,,
4121,04-15-2023 02:00:00,2.82,87.07,0.88,,,
4122,04-15-2023 02:10:00,2.81,89.78,1.30,,,
4123,04-15-2023 02:20:00,2.84,92.26,1.71,,,
4124,04-15-2023 02:30:00,2.87,87.48,1.00,,,
4125,04-15-2023 02:40:00,2.87,88.82,1.21,,,
4126,04-15-2023 02:50:00,2.78,90.99,1.45,,,
4127,04-15-2023 03:00:00,2.88,88.80,1.22,,,
4128,04-15-2023 03:10:00,2.88,90.01,1.41,,,
4129,04-15-2023 03:20:00,2.87,91.14,1.57,,,
4130,04-15-2023 03:30:00,2.83,87.04,0.89,,,
4131,04-15-2023 03:40:00,2.83,89.75,1.31,,,
4132,04-15-2023 03:50:00,2.85,91.81,1.65,,,
4133,04-15-2023 04:00:00,2.85,87.48,0.98,,,
4134,04-15-2023 04:10:00,2.85,88.82,1.19,,,
4135,04-15-2023 04:20:00,2.75,90.47,1.35,,,
4136,04-15-2023 04:30:00,2.84,89.29,1.25,,,
4137,04-15-2023 04:40:00,2.84,89.60,1.30,,,
4138,04-15-2023 04:50:00,2.84,91.03,1.52,,,
4139,04-15-2023 05:00:00,2.85,87.07,0.91,,,
4140,04-15-2023 05:10:00,2.76,89.58,1.22,,,
4141,04-15-2023 05:20:00,2.83,91.62,1.60,,,
4142,04-15-2023 05:30:00,2.83,87.77,1.00,,,
4143,04-15-2023 05:40:00,2.83,88.35,1.09,,,
4144,04-15-2023 05:50:00,2.72,90.37,1.30,,,
4145,04-15-2023 06:00:00,2.84,89.35,1.26,,,
4146,04-15-2023 06:10:00,2.90,88.91,1.26,,,
4147,04-15-2023 06:20:00,2.97,90.34,1.54,,,
4148,04-15-2023 06:30:00,2.86,87.16,0.94,,,
4149,04-15-2023 06:40:00,2.86,89.50,1.31,,,
4150,04-15-2023 06:50:00,3.24,87.46,1.36,,,
4151,04-15-2023 07:00:00,3.36,83.08,0.77,,,
4152,04-15-2023 07:10:00,3.40,81.57,0.55,,,
4153,04-15-2023 07:20:00,3.30,83.55,0.79,,,
4154,04-15-2023 07:30:00,3.41,83.30,0.85,,,
4155,04-15-2023 07:40:00,3.46,82.02,0.69,,,
4156,04-15-2023 07:50:00,3.42,83.14,0.83,,,
4157,04-15-2023 08:00:00,3.40,80.92,0.44,,,
4158,04-15-2023 08:10:00,3.40,81.66,0.56,,,
4159,04-15-2023 08:20:00,3.47,83.47,0.94,,,
4160,04-15-2023 08:30:00,3.46,82.22,0.72,,,
4161,04-15-2023 08:40:00,3.42,79.99,0.30,,,
4162,04-15-2023 08:50:00,3.34,83.02,0.74,,,
4163,04-15-2023 09:00:00,3.42,83.31,0.86,,,
4164,04-15-2023 09:10:00,3.47,81.55,0.62,,,
4165,04-15-2023 09:20:00,3.40,82.46,0.70,,,
4166,04-15-2023 09:30:00,3.34,80.96,0.39,,,
4167,04-15-2023 09:40:00,3.35,81.39,0.47,,,
4168,04-15-2023 09:50:00,3.41,83.29,0.85,,,
4169,04-15-2023 10:00:00,3.43,82.57,0.75,,,
4170,04-15-2023 10:10:00,3.43,79.91,0.29,,,
4171,04-15-2023 10:20:00,3.40,82.63,0.73,,,
4172,04-15-2023 10:30:00,3.43,83.60,0.92,,,
4173,04-15-2023 10:40:00,3.47,81.07,0.54,,,
4174,04-15-2023 10:50:00,3.41,82.45,0.71,,,
4175,04-15-2023 11:00:00,3.35,81.17,0.44,,,
4176,04-15-2023 11:10:00,3.42,81.60,0.57,,,
4177,04-15-2023 11:20:00,3.47,83.19,0.89,,,
4178,04-15-2023 11:30:00,3.43,82.91,0.80,,,
4179,04-15-2023 11:40:00,3.43,80.11,0.33,,,
4180,04-15-2023 11:50:00,3.33,82.63,0.66,,,
4181,04-15-2023 12:00:00,3.42,84.30,1.02,,,
4182,04-15-2023 12:10:00,3.56,80.74,0.56,,,
4183,04-15-2023 12:20:00,3.48,81.88,0.68,,,
4184,04-15-2023 12:30:00,3.42,81.84,0.61,,,
4185,04-15-2023 12:40:00,3.53,81.13,0.60,,,
4186,04-15-2023 12:50:00,3.58,82.76,0.93,,,
4187,04-15-2023 13:00:00,3.54,83.00,0.92,,,
4188,04-15-2023 13:10:00,3.45,79.83,0.30,,,
4189,04-15-2023 13:20:00,3.47,82.00,0.69,,,
4190,04-15-2023 13:30:00,3.48,84.41,1.11,,,
4191,04-15-2023 13:40:00,3.57,80.53,0.54,,,
4192,04-15-2023 13:50:00,3.53,81.56,0.67,,,
4193,04-15-2023 14:00:00,3.41,82.23,0.67,,,
4194,04-15-2023 14:10:00,3.43,81.21,0.52,,,
4195,04-15-2023 14:20:00,3.48,83.18,0.90,,,
4196,04-15-2023 14:30:00,3.47,83.40,0.93,,,
4197,04-15-2023 14:40:00,3.40,80.10,0.30,,,
4198,04-15-2023 14:50:00,3.40,82.55,0.71,,,
4199,04-15-2023 15:00:00,3.45,84.88,1.15,,,
4200,04-15-2023 15:10:00,3.50,80.75,0.51,,,
4201,04-15-2023 15:20:00,3.42,82.13,0.66,,,
4202,04-15-2023 15:30:00,3.41,82.66,0.74,,,
4203,04-15-2023 15:40:00,3.47,81.59,0.62,,,
4204,04-15-2023 15:50:00,3.49,83.03,0.89,,,
4205,04-15-2023 16:00:00,3.44,83.51,0.92,,,
4206,04-15-2023 16:10:00,3.42,79.96,0.29,,,
4207,04-15-2023 16:20:00,3.38,82.75,0.72,,,
4208,04-15-2023 16:30:00,3.47,85.00,1.19,,,
4209,04-15-2023 16:40:00,3.55,80.62,0.53,,,
4210,04-15-2023 16:50:00,3.49,81.66,0.66,,,
4211,04-15-2023 17:00:00,3.40,83.00,0.79,,,
4212,04-15-2023 17:10:00,3.46,80.97,0.51,,,
4213,04-15-2023 17:20:00,3.54,82.85,0.90,,,
4214,04-15-2023 17:30:00,3.54,83.34,0.98,,,
4215,04-15-2023 17:40:00,3.44,80.01,0.32,,,
4216,04-15-2023 17:50:00,3.36,82.42,0.66,,,
4217,04-15-2023 18:00:00,3.46,85.15,1.21,,,
4218,04-15-2023 18:10:00,3.45,80.58,0.43,,,
4219,04-15-2023 18:20:00,3.42,81.56,0.57,,,
4220,04-15-2023 18:30:00,3.35,83.41,0.81,,,
4221,04-15-2023 18:40:00,3.39,81.88,0.59,,,
4222,04-15-2023 18:50:00,3.48,82.96,0.86,,,
4223,04-15-2023 19:00:00,3.41,83.66,0.91,,,
4224,04-15-2023 19:10:00,3.44,80.06,0.33,,,
4225,04-15-2023 19:20:00,3.38,82.48,0.68,,,
4226,04-15-2023 19:30:00,3.47,84.90,1.18,,,
4227,04-15-2023 19:40:00,3.52,80.88,0.54,,,
4228,04-15-2023 19:50:00,3.43,81.48,0.56,,,
4229,04-15-2023 20:00:00,3.00,87.38,1.11,,,
4230,04-15-2023 20:10:00,2.93,87.68,1.08,,,
4231,04-15-2023 20:20:00,2.94,89.36,1.36,,,
4232,04-15-2023 20:30:00,2.93,90.45,1.52,,,
4233,04-15-2023 20:40:00,2.88,87.15,0.96,,,
4234,04-15-2023 20:50:00,2.85,89.94,1.36,,,
4235,04-15-2023 21:00:00,2.91,91.63,1.69,,,
4236,04-15-2023 21:10:00,2.95,87.91,1.14,,,
4237,04-15-2023 21:20:00,2.93,89.30,1.34,,,
4238,04-15-2023 21:30:00,2.82,90.28,1.38,,,
4239,04-15-2023 21:40:00,2.91,88.77,1.25,,,
4240,04-15-2023 21:50:00,2.91,90.32,1.49,,,
4241,04-15-2023 22:00:00,2.86,91.26,1.58,,,
4242,04-15-2023 22:10:00,2.88,87.73,1.05,,,
4243,04-15-2023 22:20:00,2.82,90.23,1.38,,,
4244,04-15-2023 22:30:00,2.90,91.99,1.73,,,
4245,04-15-2023 22:40:00,2.91,87.85,1.10,,,
4246,04-15-2023 22:50:00,2.87,89.25,1.28,,,
4247,04-15-2023 23:00:00,2.82,90.48,1.42,,,
4248,04-15-2023 23:10:00,2.89,89.09,1.27,,,
4249,04-15-2023 23:20:00,2.90,90.28,1.47,,,
4250,04-15-2023 23:30:00,2.88,91.27,1.60,,,
4251,04-15-2023 23:40:00,2.85,87.70,1.01,,,
4252,04-15-2023 23:50:00,2.82,90.13,1.36,,,
4253,04-16-2023 00:00:00,2.86,92.13,1.71,,,
4254,04-16-2023 00:10:00,2.87,88.32,1.13,,,
4255,04-16-2023 00:20:00,2.85,89.29,1.26,,,
4256,04-16-2023 00:30:00,2.82,90.63,1.44,,,
4257,04-16-2023 00:40:00,2.84,89.10,1.22,,,
4258,04-16-2023 00:50:00,2.88,90.48,1.48,,,
4259,04-16-2023 01:00:00,2.85,91.19,1.56,,,
4260,04-16-2023 01:10:00,2.83,87.58,0.97,,,
4261,04-16-2023 01:20:00,2.84,90.15,1.39,,,
4262,04-16-2023 01:30:00,2.87,92.36,1.76,,,
4263,04-16-2023 01:40:00,2.91,87.96,1.12,,,
4264,04-16-2023 01:50:00,2.85,88.99,1.22,,,
4265,04-16-2023 02:00:00,2.75,90.65,1.38,,,
4266,04-16-2023 02:10:00,2.86,89.07,1.24,,,
4267,04-16-2023 02:20:00,2.94,89.91,1.45,,,
4268,04-16-2023 02:30:00,2.85,91.28,1.57,,,
4269,04-16-2023 02:40:00,2.84,87.30,0.94,,,
4270,04-16-2023 02:50:00,2.84,89.92,1.35,,,
4271,04-16-2023 03:00:00,2.89,92.07,1.73,,,
4272,04-16-2023 03:10:00,2.86,87.97,1.07,,,
4273,04-16-2023 03:20:00,2.89,88.63,1.20,,,
4274,04-16-2023 03:30:00,2.78,90.47,1.37,,,
4275,04-16-2023 03:40:00,2.89,88.97,1.26,,,
4276,04-16-2023 03:50:00,2.91,89.83,1.41,,,
4277,04-16-2023 04:00:00,2.87,91.18,1.58,,,
4278,04-16-2023 04:10:00,2.83,87.26,0.92,,,
4279,04-16-2023 04:20:00,2.85,89.72,1.33,,,
4280,04-16-2023 04:30:00,2.84,92.29,1.71,,,
4281,04-16-2023 04:40:00,2.88,88.14,1.12,,,
4282,04-16-2023 04:50:00,2.83,88.66,1.14,,,
4283,04-16-2023 05:00:00,2.81,90.34,1.38,,,
4284,04-16-2023 05:10:00,2.89,89.25,1.30,,,
4285,04-16-2023 05:20:00,2.86,89.72,1.34,,,
4286,04-16-2023 05:30:00,2.87,91.02,1.55,,,
4287,04-16-2023 05:40:00,2.83,87.75,1.00,,,
4288,04-16-2023 05:50:00,2.81,89.66,1.28,,,
4289,04-16-2023 06:00:00,2.83,92.44,1.72,,,
4290,04-16-2023 06:10:00,2.82,88.72,1.14,,,
4291,04-16-2023 06:20:00,2.81,88.97,1.17,,,
4292,04-16-2023 06:30:00,2.71,90.71,1.35,,,
4293,04-16-2023 06:40:00,2.82,89.49,1.26,,,
4294,04-16-2023 06:50:00,3.16,86.46,1.12,,,
4295,04-16-2023 07:00:00,3.35,85.77,1.20,,,
4296,04-16-2023 07:10:00,3.36,82.11,0.61,,,
4297,04-16-2023 07:20:00,3.33,82.96,0.72,,,
4298,04-16-2023 07:30:00,3.43,84.57,1.08,,,
4299,04-16-2023 07:40:00,3.45,82.25,0.72,,,
4300,04-16-2023 07:50:00,3.43,80.95,0.47,,,
4301,04-16-2023 08:00:00,3.32,83.38,0.78,,,
4302,04-16-2023 08:10:00,3.43,82.97,0.81,,,
4303,04-16-2023 08:20:00,3.50,82.31,0.78,,,
4304,04-16-2023 08:30:00,3.45,83.33,0.90,,,
4305,04-16-2023 08:40:00,3.40,80.96,0.44,,,
4306,04-16-2023 08:50:00,3.35,82.24,0.62,,,
4307,04-16-2023 09:00:00,3.43,84.08,1.00,,,
4308,04-16-2023 09:10:00,3.44,82.37,0.72,,,
4309,04-16-2023 09:20:00,3.45,80.37,0.39,,,
4310,04-16-2023 09:30:00,3.33,83.11,0.74,,,
4311,04-16-2023 09:40:00,3.43,83.33,0.87,,,
4312,04-16-2023 09:50:00,3.49,81.68,0.66,,,
4313,04-16-2023 10:00:00,3.44,82.91,0.82,,,
4314,04-16-2023 10:10:00,3.34,81.12,0.42,,,
4315,04-16-2023 10:20:00,3.38,81.95,0.59,,,
4316,04-16-2023 10:30:00,3.46,83.90,1.00,,,
4317,04-16-2023 10:40:00,3.52,82.59,0.83,,,
4318,04-16-2023 10:50:00,3.40,80.37,0.34,,,
4319,04-16-2023 11:00:00,3.36,83.10,0.77,,,
4320,04-16-2023 11:10:00,3.43,83.72,0.94,,,
4321,04-16-2023 11:20:00,3.50,81.45,0.63,,,
4322,04-16-2023 11:30:00,3.44,82.72,0.78,,,
4323,04-16-2023 11:40:00,3.35,81.28,0.46,,,
4324,04-16-2023 11:50:00,3.42,81.79,0.61,,,
4325,04-16-2023 12:00:00,3.50,83.66,1.00,,,
4326,04-16-2023 12:10:00,3.52,82.60,0.84,,,
4327,04-16-2023 12:20:00,3.42,80.16,0.33,,,
4328,04-16-2023 12:30:00,3.40,82.82,0.76,,,
4329,04-16-2023 12:40:00,3.44,84.11,1.01,,,
4330,04-16-2023 12:50:00,3.48,81.66,0.65,,,
4331,04-16-2023 13:00:00,3.53,82.22,0.78,,,
4332,04-16-2023 13:10:00,3.45,81.64,0.61,,,
4333,04-16-2023 13:20:00,3.42,81.94,0.63,,,
4334,04-16-2023 13:30:00,3.48,83.54,0.96,,,
4335,04-16-2023 13:40:00,3.42,83.35,0.87,,,
4336,04-16-2023 13:50:00,3.36,80.59,0.35,,,
4337,04-16-2023 14:00:00,3.35,83.14,0.77,,,
4338,04-16-2023 14:10:00,3.48,84.35,1.10,,,
4339,04-16-2023 14:20:00,3.48,81.50,0.62,,,
4340,04-16-2023 14:30:00,3.46,82.40,0.75,,,
4341,04-16-2023 14:40:00,3.40,82.40,0.69,,,
4342,04-16-2023 14:50:00,3.42,82.09,0.66,,,
4343,04-16-2023 15:00:00,3.52,83.58,1.00,,,
4344,04-16-2023 15:10:00,3.53,83.40,0.98,,,
4345,04-16-2023 15:20:00,3.45,80.61,0.44,,,
4346,04-16-2023 15:30:00,3.41,82.74,0.75,,,
4347,04-16-2023 15:40:00,3.47,84.85,1.17,,,
4348,04-16-2023 15:50:00,3.49,81.62,0.65,,,
4349,04-16-2023 16:00:00,3.50,82.08,0.74,,,
4350,04-16-2023 16:10:00,3.41,82.83,0.77,,,
4351,04-16-2023 16:20:00,3.45,81.81,0.64,,,
4352,04-16-2023 16:30:00,3.53,83.20,0.95,,,
4353,04-16-2023 16:40:00,3.48,83.65,0.98,,,
4354,04-16-2023 16:50:00,3.43,80.52,0.40,,,
4355,04-16-2023 17:00:00,3.43,82.37,0.71,,,
4356,04-16-2023 17:10:00,3.48,85.06,1.21,,,
4357,04-16-2023 17:20:00,3.53,81.31,0.63,,,
4358,04-16-2023 17:30:00,3.48,81.96,0.70,,,
4359,04-16-2023 17:40:00,3.39,83.02,0.78,,,
4360,04-16-2023 17:50:00,3.43,81.78,0.61,,,
4361,04-16-2023 18:00:00,3.48,83.44,0.94,,,
4362,04-16-2023 18:10:00,3.47,83.71,0.98,,,
4363,04-16-2023 18:20:00,3.43,80.42,0.38,,,
4364,04-16-2023 18:30:00,3.39,82.46,0.69,,,
4365,04-16-2023 18:40:00,3.43,85.32,1.20,,,
4366,04-16-2023 18:50:00,3.48,81.14,0.56,,,
4367,04-16-2023 19:00:00,3.44,81.49,0.57,,,
4368,04-16-2023 19:10:00,3.34,83.22,0.77,,,
4369,04-16-2023 19:20:00,3.43,81.46,0.56,,,
4370,04-16-2023 19:30:00,3.48,82.92,0.86,,,
4371,04-16-2023 19:40:00,3.41,84.10,0.98,,,
4372,04-16-2023 19:50:00,3.41,80.34,0.35,,,
4373,04-16-2023 20:00:00,3.01,86.50,0.98,,,
4374,04-16-2023 20:10:00,2.91,90.40,1.50,,,
4375,04-16-2023 20:20:00,2.90,87.16,0.98,,,
4376,04-16-2023 20:30:00,2.84,88.73,1.17,,,
4377,04-16-2023 20:40:00,2.72,89.84,1.22,,,
4378,04-16-2023 20:50:00,2.85,89.15,1.24,,,
4379,04-16-2023 21:00:00,2.91,90.36,1.49,,,
4380,04-16-2023 21:10:00,2.88,90.97,1.55,,,
4381,04-16-2023 21:20:00,2.88,87.65,1.04,,,
4382,04-16-2023 21:30:00,2.82,90.17,1.37,,,
4383,04-16-2023 21:40:00,2.93,91.90,1.74,,,
4384,04-16-2023 21:50:00,2.89,88.19,1.13,,,
4385,04-16-2023 22:00:00,2.87,89.49,1.32,,,
4386,04-16-2023 22:10:00,2.78,90.49,1.38,,,
4387,04-16-2023 22:20:00,2.85,89.60,1.31,,,
4388,04-16-2023 22:30:00,2.88,90.75,1.52,,,
4389,04-16-2023 22:40:00,2.87,91.31,1.60,,,
4390,04-16-2023 22:50:00,2.82,88.06,1.04,,,
4391,04-16-2023 23:00:00,2.79,90.51,1.39,,,
4392,04-16-2023 23:10:00,2.86,92.26,1.73,,,
4393,04-16-2023 23:20:00,2.87,87.88,1.06,,,
4394,04-16-2023 23:30:00,2.78,89.69,1.25,,,
4395,04-16-2023 23:40:00,2.74,90.55,1.35,,,
4396,04-16-2023 23:50:00,2.87,89.29,1.28,,,
4397,04-17-2023 00:00:00,2.84,90.23,1.40,,,
4398,04-17-2023 00:10:00,2.85,91.43,1.59,,,
4399,04-17-2023 00:20:00,2.86,87.72,1.03,,,
4400,04-17-2023 00:30:00,2.84,90.15,1.39,,,
4401,04-17-2023 00:40:00,2.90,92.17,1.76,,,
4402,04-17-2023 00:50:00,2.88,87.69,1.04,,,
4403,04-17-2023 01:00:00,2.84,89.28,1.25,,,
4404,04-17-2023 01:10:00,2.73,90.87,1.39,,,
4405,04-17-2023 01:20:00,2.85,89.01,1.22,,,
4406,04-17-2023 01:30:00,2.85,90.57,1.46,,,
4407,04-17-2023 01:40:00,2.84,91.39,1.58,,,
4408,04-17-2023 01:50:00,2.79,87.79,0.96,,,
4409,04-17-2023 02:00:00,2.75,90.25,1.32,,,
4410,04-17-2023 02:10:00,2.86,92.15,1.71,,,
4411,04-17-2023 02:20:00,2.88,87.74,1.05,,,
4412,04-17-2023 02:30:00,2.85,89.18,1.25,,,
4413,04-17-2023 02:40:00,2.69,90.67,1.32,,,
4414,04-17-2023 02:50:00,2.78,89.48,1.22,,,
4415,04-17-2023 03:00:00,2.88,90.40,1.47,,,
4416,04-17-2023 03:10:00,2.82,91.42,1.56,,,
4417,04-17-2023 03:20:00,2.79,87.87,0.98,,,
4418,04-17-2023 03:30:00,2.79,90.28,1.35,,,
4419,04-17-2023 03:40:00,2.88,92.68,1.82,,,
4420,04-17-2023 03:50:00,2.89,88.39,1.16,,,
4421,04-17-2023 04:00:00,2.86,89.32,1.28,,,
4422,04-17-2023 04:10:00,2.73,90.79,1.38,,,
4423,04-17-2023 04:20:00,2.85,89.62,1.31,,,
4424,04-17-2023 04:30:00,2.86,90.35,1.44,,,
4425,04-17-2023 04:40:00,2.88,91.30,1.61,,,
4426,04-17-2023 04:50:00,2.79,87.90,0.98,,,
4427,04-17-2023 05:00:00,2.78,90.40,1.36,,,
4428,04-17-2023 05:10:00,2.83,92.65,1.76,,,
4429,04-17-2023 05:20:00,2.82,88.26,1.07,,,
4430,04-17-2023 05:30:00,2.81,89.12,1.19,,,
4431,04-17-2023 05:40:00,2.69,90.93,1.36,,,
4432,04-17-2023 05:50:00,2.78,89.76,1.26,,,
4433,04-17-2023 06:00:00,2.86,90.33,1.43,,,
4434,04-17-2023 06:10:00,2.82,91.51,1.57,,,
4435,04-17-2023 06:20:00,2.75,88.19,1.00,,,
4436,04-17-2023 06:30:00,2.75,90.24,1.31,,,
4437,04-17-2023 06:40:00,2.83,92.43,1.72,,,
4438,04-17-2023 06:50:00,3.15,84.91,0.86,,,
4439,04-17-2023 07:00:00,3.35,83.70,0.86,,,
4440,04-17-2023 07:10:00,3.34,84.56,0.99,,,
4441,04-17-2023 07:20:00,3.42,83.19,0.84,,,
4442,04-17-2023 07:30:00,3.52,83.12,0.92,,,
4443,04-17-2023 07:40:00,3.42,83.73,0.93,,,
4444,04-17-2023 07:50:00,3.39,81.28,0.49,,,
4445,04-17-2023 08:00:00,3.38,82.48,0.68,,,
4446,04-17-2023 08:10:00,3.45,84.32,1.06,,,
4447,04-17-2023 08:20:00,3.47,81.91,0.68,,,
4448,04-17-2023 08:30:00,3.40,80.80,0.42,,,
4449,04-17-2023 08:40:00,3.35,83.49,0.83,,,
4450,04-17-2023 08:50:00,3.35,83.00,0.75,,,
4451,04-17-2023 09:00:00,3.45,82.35,0.73,,,
4452,04-17-2023 09:10:00,3.41,83.41,0.87,,,
4453,04-17-2023 09:20:00,3.39,81.14,0.46,,,
4454,04-17-2023 09:30:00,3.39,81.89,0.59,,,
4455,04-17-2023 09:40:00,3.47,84.13,1.05,,,
4456,04-17-2023 09:50:00,3.45,82.40,0.74,,,
4457,04-17-2023 10:00:00,3.43,80.78,0.44,,,
4458,04-17-2023 10:10:00,3.38,83.45,0.84,,,
4459,04-17-2023 10:20:00,3.44,83.45,0.90,,,
4460,04-17-2023 10:30:00,3.53,82.18,0.78,,,
4461,04-17-2023 10:40:00,3.47,83.08,0.87,,,
4462,04-17-2023 10:50:00,3.39,81.61,0.54,,,
4463,04-17-2023 11:00:00,3.40,82.15,0.65,,,
4464,04-17-2023 11:10:00,3.50,84.11,1.08,,,
4465,04-17-2023 11:20:00,3.48,82.65,0.81,,,
4466,04-17-2023 11:30:00,3.42,80.86,0.45,,,
4467,04-17-2023 11:40:00,3.35,83.44,0.82,,,
4468,04-17-2023 11:50:00,3.46,83.66,0.96,,,
4469,04-17-2023 12:00:00,3.54,82.46,0.83,,,
4470,04-17-2023 12:10:00,3.45,82.89,0.82,,,
4471,04-17-2023 12:20:00,3.41,81.80,0.60,,,
