#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
1316,03-26-2023 15:00:00,4.05,81.83,1.23,,
1317,03-26-2023 15:10:00,4.16,72.13,-0.41,,
1318,03-26-2023 15:20:00,4.05,78.20,0.60,,
1319,03-26-2023 15:30:00,4.20,82.03,1.41,,
1320,03-26-2023 15:40:00,4.18,71.23,-0.56,,
1321,03-26-2023 15:50:00,4.12,76.39,0.34,,
1322,03-26-2023 16:00:00,3.94,80.45,0.89,,
1323,03-26-2023 16:10:00,4.14,76.80,0.44,,
1324,03-26-2023 16:20:00,4.21,74.50,0.09,,
1325,03-26-2023 16:30:00,4.03,81.35,1.13,,
1326,03-26-2023 16:40:00,4.13,72.65,-0.34,,
1327,03-26-2023 16:50:00,4.03,78.31,0.60,,
1328,03-26-2023 17:00:00,4.20,82.14,1.43,,
1329,03-26-2023 17:10:00,4.22,72.34,-0.31,,
1330,03-26-2023 17:20:00,4.08,75.84,0.21,,
1331,03-26-2023 17:30:00,3.94,80.43,0.89,,
1332,03-26-2023 17:40:00,4.08,77.64,0.53,,
1333,03-26-2023 17:50:00,4.21,73.71,-0.06,,
1334,03-26-2023 18:00:00,4.02,81.44,1.13,,
1335,03-26-2023 18:10:00,4.09,73.65,-0.18,,
1336,03-26-2023 18:20:00,4.03,78.11,0.56,,
1337,03-26-2023 18:30:00,4.16,81.68,1.31,,
1338,03-26-2023 18:40:00,4.17,73.38,-0.16,,
1339,03-26-2023 18:50:00,4.09,75.69,0.19,,
1340,03-26-2023 19:00:00,3.32,83.57,0.81,,
1341,03-26-2023 19:10:00,3.25,83.30,0.69,,
1342,03-26-2023 19:20:00,3.33,80.05,0.22,,
1343,03-26-2023 19:30:00,3.16,87.84,1.34,,
1344,03-26-2023 19:40:00,3.20,79.74,0.05,,
1345,03-26-2023 19:50:00,3.13,85.08,0.87,,
1346,03-26-2023 20:00:00,3.23,89.25,1.63,,
1347,03-26-2023 20:10:00,3.23,80.72,0.23,,
1348,03-26-2023 20:20:00,3.20,82.26,0.48,,
1349,03-26-2023 20:30:00,3.00,87.59,1.14,,
1350,03-26-2023 20:40:00,3.20,85.88,1.07,,
1351,03-26-2023 20:50:00,3.29,80.85,0.32,,
1352,03-26-2023 21:00:00,3.15,88.42,1.42,,
1353,03-26-2023 21:10:00,3.16,81.13,0.24,,
1354,03-26-2023 21:20:00,3.13,85.81,0.99,,
1355,03-26-2023 21:30:00,3.23,88.88,1.57,,
1356,03-26-2023 21:40:00,3.16,82.25,0.43,,
1357,03-26-2023 21:50:00,3.21,82.55,0.53,,
1358,03-26-2023 22:00:00,3.02,87.88,1.21,,
1359,03-26-2023 22:10:00,3.20,86.85,1.23,,
1360,03-26-2023 22:20:00,3.28,80.83,0.31,,
1361,03-26-2023 22:30:00,3.16,88.48,1.44,,
1362,03-26-2023 22:40:00,3.19,82.37,0.48,,
1363,03-26-2023 22:50:00,3.19,86.00,1.08,,
1364,03-26-2023 23:00:00,3.26,88.75,1.58,,
1365,03-26-2023 23:10:00,3.15,84.05,0.72,,
1366,03-26-2023 23:20:00,3.23,82.62,0.56,,
1367,03-26-2023 23:30:00,3.03,88.03,1.25,,
1368,03-26-2023 23:40:00,3.23,87.66,1.38,,
1369,03-26-2023 23:50:00,3.26,80.10,0.16,,
1370,03-27-2023 00:00:00,3.14,88.39,1.41,,
1371,03-27-2023 00:10:00,3.17,83.16,0.59,,
1372,03-27-2023 00:20:00,3.18,85.72,1.02,,
1373,03-27-2023 00:30:00,3.26,88.86,1.60,,
1374,03-27-2023 00:40:00,3.11,85.44,0.91,,
1375,03-27-2023 00:50:00,3.20,82.30,0.48,,
1376,03-27-2023 01:00:00,3.06,88.36,1.33,,
1377,03-27-2023 01:10:00,3.27,88.31,1.52,,
1378,03-27-2023 01:20:00,3.26,80.47,0.22,,
1379,03-27-2023 01:30:00,3.13,88.33,1.39,,
1380,03-27-2023 01:40:00,3.14,84.21,0.74,,
1381,03-27-2023 01:50:00,3.21,85.70,1.05,,
1382,03-27-2023 02:00:00,3.24,88.67,1.55,,
1383,03-27-2023 02:10:00,3.10,86.59,1.08,,
1384,03-27-2023 02:20:00,3.23,82.33,0.51,,
1385,03-27-2023 02:30:00,3.06,88.39,1.33,,
1386,03-27-2023 02:40:00,3.26,88.92,1.61,,
1387,03-27-2023 02:50:00,3.28,79.55,0.09,,
1388,03-27-2023 03:00:00,3.16,88.18,1.40,,
1389,03-27-2023 03:10:00,3.10,84.96,0.82,,
1390,03-27-2023 03:20:00,3.19,85.76,1.04,,
1391,03-27-2023 03:30:00,3.27,88.20,1.51,,
1392,03-27-2023 03:40:00,3.12,87.32,1.22,,
1393,03-27-2023 03:50:00,3.24,81.78,0.43,,
1394,03-27-2023 04:00:00,3.05,88.15,1.29,,
1395,03-27-2023 04:10:00,3.24,89.03,1.60,,
1396,03-27-2023 04:20:00,3.23,79.85,0.09,,
1397,03-27-2023 04:30:00,3.15,88.01,1.36,,
1398,03-27-2023 04:40:00,3.09,85.82,0.95,,
1399,03-27-2023 04:50:00,3.21,85.70,1.05,,
1400,03-27-2023 05:00:00,3.25,87.93,1.44,,
1401,03-27-2023 05:10:00,3.08,88.05,1.29,,
1402,03-27-2023 05:20:00,3.23,81.46,0.36,,
1403,03-27-2023 05:30:00,3.10,88.30,1.35,,
1404,03-27-2023 05:40:00,3.24,89.16,1.62,,
1405,03-27-2023 05:50:00,3.23,79.50,0.02,,
1406,03-27-2023 06:00:00,3.17,87.76,1.34,,
1407,03-27-2023 06:10:00,3.06,86.09,0.97,,
1408,03-27-2023 06:20:00,3.23,85.68,1.06,,
1409,03-27-2023 06:30:00,3.28,87.33,1.38,,
1410,03-27-2023 06:40:00,3.09,88.40,1.36,,
1411,03-27-2023 06:50:00,3.23,80.95,0.27,,
1412,03-27-2023 07:00:00,3.71,84.99,1.42,,
1413,03-27-2023 07:10:00,4.06,85.26,1.81,,
1414,03-27-2023 07:20:00,4.12,73.41,-0.21,,
1415,03-27-2023 07:30:00,4.03,80.70,1.02,,
1416,03-27-2023 07:40:00,3.95,81.12,1.02,,
1417,03-27-2023 07:50:00,4.07,78.43,0.66,,
1418,03-27-2023 08:00:00,4.18,80.14,1.07,,
1419,03-27-2023 08:10:00,4.02,82.81,1.37,,
1420,03-27-2023 08:20:00,4.08,73.94,-0.14,,
1421,03-27-2023 08:30:00,3.94,80.65,0.92,,
1422,03-27-2023 08:40:00,4.12,83.37,1.55,,
1423,03-27-2023 08:50:00,4.17,72.81,-0.27,,
1424,03-27-2023 09:00:00,4.06,79.76,0.89,,
1425,03-27-2023 09:10:00,3.92,80.89,0.94,,
1426,03-27-2023 09:20:00,4.06,77.83,0.55,,
1427,03-27-2023 09:30:00,4.17,78.72,0.81,,
1428,03-27-2023 09:40:00,4.02,82.56,1.32,,
1429,03-27-2023 09:50:00,4.12,73.23,-0.24,,
1430,03-27-2023 10:00:00,3.98,80.20,0.88,,
1431,03-27-2023 10:10:00,4.15,82.93,1.51,,
1432,03-27-2023 10:20:00,4.17,71.50,-0.52,,
1433,03-27-2023 10:30:00,4.10,78.65,0.73,,
1434,03-27-2023 10:40:00,3.92,80.81,0.93,,
1435,03-27-2023 10:50:00,4.09,77.45,0.51,,
1436,03-27-2023 11:00:00,4.17,76.61,0.43,,
1437,03-27-2023 11:10:00,4.03,82.32,1.29,,
1438,03-27-2023 11:20:00,4.13,72.38,-0.39,,
1439,03-27-2023 11:30:00,3.98,79.77,0.80,,
1440,03-27-2023 11:40:00,4.16,82.64,1.47,,
1441,03-27-2023 11:50:00,4.19,71.32,-0.53,,
1442,03-27-2023 12:00:00,4.06,77.96,0.57,,
1443,03-27-2023 12:10:00,3.97,80.69,0.95,,
1444,03-27-2023 12:20:00,4.06,77.16,0.43,,
1445,03-27-2023 12:30:00,4.20,76.43,0.43,,
1446,03-27-2023 12:40:00,4.02,82.26,1.27,,
1447,03-27-2023 12:50:00,4.13,72.01,-0.46,,
1448,03-27-2023 13:00:00,3.99,79.28,0.73,,
1449,03-27-2023 13:10:00,4.16,82.61,1.47,,
1450,03-27-2023 13:20:00,4.19,70.78,-0.64,,
1451,03-27-2023 13:30:00,4.08,77.66,0.54,,
1452,03-27-2023 13:40:00,3.92,80.92,0.95,,
1453,03-27-2023 13:50:00,4.08,77.06,0.43,,
1454,03-27-2023 14:00:00,4.24,74.93,0.20,,
1455,03-27-2023 14:10:00,4.03,82.38,1.30,,
1456,03-27-2023 14:20:00,4.13,71.62,-0.53,,
1457,03-27-2023 14:30:00,4.03,79.20,0.76,,
1458,03-27-2023 14:40:00,4.20,82.47,1.49,,
1459,03-27-2023 14:50:00,4.17,70.55,-0.70,,
1460,03-27-2023 15:00:00,4.10,77.40,0.51,,
1461,03-27-2023 15:10:00,3.91,81.06,0.96,,
1462,03-27-2023 15:20:00,4.12,76.79,0.41,,
1463,03-27-2023 15:30:00,4.17,74.37,0.02,,
1464,03-27-2023 15:40:00,4.04,82.03,1.25,,
1465,03-27-2023 15:50:00,4.10,71.66,-0.55,,
1466,03-27-2023 16:00:00,4.05,78.85,0.72,,
1467,03-27-2023 16:10:00,4.17,81.82,1.34,,
1468,03-27-2023 16:20:00,4.15,71.60,-0.52,,
1469,03-27-2023 16:30:00,4.12,76.70,0.40,,
1470,03-27-2023 16:40:00,3.97,80.88,0.98,,
1471,03-27-2023 16:50:00,4.14,77.22,0.51,,
1472,03-27-2023 17:00:00,4.20,74.85,0.14,,
1473,03-27-2023 17:10:00,4.02,82.11,1.25,,
1474,03-27-2023 17:20:00,4.13,72.85,-0.30,,
1475,03-27-2023 17:30:00,4.03,78.68,0.67,,
1476,03-27-2023 17:40:00,4.17,82.11,1.39,,
1477,03-27-2023 17:50:00,4.16,72.79,-0.28,,
1478,03-27-2023 18:00:00,4.10,76.06,0.27,,
1479,03-27-2023 18:10:00,3.94,80.91,0.97,,
1480,03-27-2023 18:20:00,4.15,78.00,0.66,,
1481,03-27-2023 18:30:00,4.18,74.45,0.05,,
1482,03-27-2023 18:40:00,4.01,81.95,1.21,,
1483,03-27-2023 18:50:00,4.14,73.77,-0.12,,
1484,03-27-2023 19:00:00,3.40,81.66,0.56,,
1485,03-27-2023 19:10:00,3.31,86.36,1.25,,
1486,03-27-2023 19:20:00,3.21,78.90,-0.09,,
1487,03-27-2023 19:30:00,3.25,81.52,0.39,,
1488,03-27-2023 19:40:00,3.01,87.07,1.07,,
1489,03-27-2023 19:50:00,3.25,85.24,1.01,,
1490,03-27-2023 20:00:00,3.28,80.22,0.20,,
1491,03-27-2023 20:10:00,3.13,88.34,1.39,,
1492,03-27-2023 20:20:00,3.20,80.32,0.15,,
1493,03-27-2023 20:30:00,3.18,85.98,1.07,,
1494,03-27-2023 20:40:00,3.25,88.65,1.55,,
1495,03-27-2023 20:50:00,3.19,81.34,0.31,,
1496,03-27-2023 21:00:00,3.24,82.74,0.59,,
1497,03-27-2023 21:10:00,3.05,87.90,1.25,,
1498,03-27-2023 21:20:00,3.24,86.35,1.18,,
1499,03-27-2023 21:30:00,3.27,80.82,0.29,,
1500,03-27-2023 21:40:00,3.13,88.99,1.49,,
1501,03-27-2023 21:50:00,3.19,81.58,0.35,,
1502,03-27-2023 22:00:00,3.17,85.80,1.03,,
1503,03-27-2023 22:10:00,3.23,89.10,1.60,,
1504,03-27-2023 22:20:00,3.19,82.67,0.53,,
1505,03-27-2023 22:30:00,3.21,82.74,0.57,,
1506,03-27-2023 22:40:00,3.02,87.98,1.23,,
1507,03-27-2023 22:50:00,3.24,87.28,1.33,,
1508,03-27-2023 23:00:00,3.26,80.10,0.16,,
1509,03-27-2023 23:10:00,3.13,88.75,1.46,,
1510,03-27-2023 23:20:00,3.18,82.45,0.48,,
1511,03-27-2023 23:30:00,3.14,86.24,1.07,,
1512,03-27-2023 23:40:00,3.25,88.60,1.55,,
1513,03-27-2023 23:50:00,3.16,84.13,0.74,,
1514,03-28-2023 00:00:00,3.18,82.05,0.42,,
1515,03-28-2023 00:10:00,3.00,87.82,1.18,,
1516,03-28-2023 00:20:00,3.19,88.11,1.42,,
1517,03-28-2023 00:30:00,3.26,79.56,0.07,,
1518,03-28-2023 00:40:00,3.13,88.46,1.41,,
1519,03-28-2023 00:50:00,3.15,83.31,0.60,,
1520,03-28-2023 01:00:00,3.18,85.97,1.06,,
1521,03-28-2023 01:10:00,3.26,88.45,1.53,,
1522,03-28-2023 01:20:00,3.14,85.53,0.95,,
1523,03-28-2023 01:30:00,3.17,81.62,0.33,,
1524,03-28-2023 01:40:00,3.02,88.20,1.26,,
1525,03-28-2023 01:50:00,3.23,88.89,1.57,,
1526,03-28-2023 02:00:00,3.27,79.48,0.06,,
1527,03-28-2023 02:10:00,3.13,88.30,1.38,,
1528,03-28-2023 02:20:00,3.13,84.05,0.70,,
1529,03-28-2023 02:30:00,3.17,86.20,1.09,,
1530,03-28-2023 02:40:00,3.26,88.17,1.49,,
1531,03-28-2023 02:50:00,3.14,86.55,1.12,,
1532,03-28-2023 03:00:00,3.20,81.43,0.33,,
1533,03-28-2023 03:10:00,3.06,88.01,1.27,,
1534,03-28-2023 03:20:00,3.21,89.28,1.62,,
1535,03-28-2023 03:30:00,3.26,79.26,0.02,,
1536,03-28-2023 03:40:00,3.15,88.26,1.40,,
1537,03-28-2023 03:50:00,3.13,84.84,0.83,,
1538,03-28-2023 04:00:00,3.16,86.01,1.05,,
1539,03-28-2023 04:10:00,3.24,88.01,1.44,,
1540,03-28-2023 04:20:00,3.11,87.31,1.21,,
1541,03-28-2023 04:30:00,3.24,81.25,0.34,,
1542,03-28-2023 04:40:00,3.03,88.22,1.28,,
1543,03-28-2023 04:50:00,3.25,89.43,1.68,,
1544,03-28-2023 05:00:00,3.26,79.15,-0.01,,
1545,03-28-2023 05:10:00,3.16,87.73,1.32,,
1546,03-28-2023 05:20:00,3.10,85.36,0.88,,
1547,03-28-2023 05:30:00,3.18,85.61,1.01,,
1548,03-28-2023 05:40:00,3.26,87.48,1.38,,
1549,03-28-2023 05:50:00,3.11,87.94,1.31,,
1550,03-28-2023 06:00:00,3.23,80.83,0.25,,
1551,03-28-2023 06:10:00,3.06,88.11,1.29,,
1552,03-28-2023 06:20:00,3.21,89.68,1.68,,
1553,03-28-2023 06:30:00,3.27,79.08,-0.01,,
1554,03-28-2023 06:40:00,3.17,87.43,1.29,,
1555,03-28-2023 06:50:00,3.05,85.85,0.92,,
1556,03-28-2023 07:00:00,3.84,81.96,1.04,,
1557,03-28-2023 07:10:00,4.10,82.24,1.35,,
1558,03-28-2023 07:20:00,4.02,83.25,1.44,,
1559,03-28-2023 07:30:00,4.07,74.23,-0.10,,
1560,03-28-2023 07:40:00,3.95,81.12,1.02,,
1561,03-28-2023 07:50:00,4.16,83.51,1.62,,
1562,03-28-2023 08:00:00,4.16,72.44,-0.35,,
1563,03-28-2023 08:10:00,4.08,78.90,0.76,,
1564,03-28-2023 08:20:00,4.01,80.46,0.96,,
1565,03-28-2023 08:30:00,4.07,77.84,0.56,,
1566,03-28-2023 08:40:00,4.17,78.51,0.77,,
1567,03-28-2023 08:50:00,4.06,82.44,1.35,,
1568,03-28-2023 09:00:00,4.12,72.86,-0.31,,
1569,03-28-2023 09:10:00,4.00,80.36,0.93,,
1570,03-28-2023 09:20:00,4.18,82.96,1.55,,
1571,03-28-2023 09:30:00,4.16,71.41,-0.54,,
1572,03-28-2023 09:40:00,4.06,78.48,0.66,,
1573,03-28-2023 09:50:00,3.99,80.37,0.92,,
1574,03-28-2023 10:00:00,4.07,77.35,0.47,,
1575,03-28-2023 10:10:00,4.20,77.27,0.58,,
1576,03-28-2023 10:20:00,4.03,82.44,1.31,,
1577,03-28-2023 10:30:00,4.12,72.25,-0.43,,
1578,03-28-2023 10:40:00,3.99,80.01,0.86,,
1579,03-28-2023 10:50:00,4.16,82.72,1.49,,
1580,03-28-2023 11:00:00,4.15,71.42,-0.55,,
1581,03-28-2023 11:10:00,4.05,77.42,0.46,,
1582,03-28-2023 11:20:00,3.97,80.65,0.95,,
1583,03-28-2023 11:30:00,4.12,77.28,0.50,,
1584,03-28-2023 11:40:00,4.21,76.19,0.40,,
1585,03-28-2023 11:50:00,4.05,82.39,1.33,,
1586,03-28-2023 12:00:00,4.14,71.54,-0.54,,
1587,03-28-2023 12:10:00,4.05,79.49,0.83,,
1588,03-28-2023 12:20:00,4.18,82.21,1.42,,
1589,03-28-2023 12:30:00,4.16,70.29,-0.76,,
1590,03-28-2023 12:40:00,4.09,77.13,0.45,,
1591,03-28-2023 12:50:00,3.97,80.42,0.91,,
1592,03-28-2023 13:00:00,4.10,76.77,0.40,,
1593,03-28-2023 13:10:00,4.18,75.45,0.23,,
1594,03-28-2023 13:20:00,4.05,82.10,1.28,,
1595,03-28-2023 13:30:00,4.17,71.32,-0.55,,
1596,03-28-2023 13:40:00,4.02,78.97,0.71,,
1597,03-28-2023 13:50:00,4.20,82.31,1.46,,
1598,03-28-2023 14:00:00,4.17,70.15,-0.78,,
1599,03-28-2023 14:10:00,4.10,76.41,0.33,,
1600,03-28-2023 14:20:00,3.94,80.55,0.91,,
1601,03-28-2023 14:30:00,4.13,76.55,0.38,,
1602,03-28-2023 14:40:00,4.26,73.73,-0.01,,
1603,03-28-2023 14:50:00,4.07,81.82,1.25,,
1604,03-28-2023 15:00:00,4.14,70.72,-0.70,,
1605,03-28-2023 15:10:00,4.05,78.58,0.67,,
1606,03-28-2023 15:20:00,4.20,82.11,1.43,,
1607,03-28-2023 15:30:00,4.16,70.43,-0.73,,
1608,03-28-2023 15:40:00,4.10,76.01,0.26,,
1609,03-28-2023 15:50:00,3.97,80.42,0.91,,
1610,03-28-2023 16:00:00,4.12,76.10,0.29,,
1611,03-28-2023 16:10:00,4.23,74.29,0.07,,
1612,03-28-2023 16:20:00,4.05,81.67,1.20,,
1613,03-28-2023 16:30:00,4.14,71.49,-0.55,,
1614,03-28-2023 16:40:00,3.99,78.69,0.63,,
1615,03-28-2023 16:50:00,4.15,82.29,1.40,,
1616,03-28-2023 17:00:00,4.17,71.18,-0.58,,
1617,03-28-2023 17:10:00,4.09,75.72,0.20,,
1618,03-28-2023 17:20:00,4.21,76.38,0.43,,
1619,03-28-2023 17:30:00,4.56,71.82,-0.08,,
1620,03-28-2023 17:40:00,5.00,66.13,-0.79,,
1621,03-28-2023 17:50:00,4.74,73.25,0.36,,
1622,03-28-2023 18:00:00,4.58,65.68,-1.29,,
1623,03-28-2023 18:10:00,4.33,70.89,-0.48,,
1624,03-28-2023 18:20:00,4.42,78.50,1.01,,
1625,03-28-2023 18:30:00,4.68,67.97,-0.72,,
1626,03-28-2023 18:40:00,4.57,69.89,-0.45,,
1627,03-28-2023 18:50:00,4.33,74.79,0.26,,
1628,03-28-2023 19:00:00,3.53,76.94,-0.13,,
1629,03-28-2023 19:10:00,3.48,78.96,0.18,,
1630,03-28-2023 19:20:00,3.42,85.01,1.14,,
1631,03-28-2023 19:30:00,3.38,77.18,-0.24,,
1632,03-28-2023 19:40:00,3.13,81.73,0.31,,
1633,03-28-2023 19:50:00,3.18,88.89,1.53,,
1634,03-28-2023 20:00:00,3.42,79.28,0.17,,
1635,03-28-2023 20:10:00,3.36,80.18,0.28,,
1636,03-28-2023 20:20:00,3.08,84.35,0.69,,
1637,03-28-2023 20:30:00,3.09,82.73,0.44,,
1638,03-28-2023 20:40:00,3.33,81.54,0.48,,
1639,03-28-2023 20:50:00,3.31,86.83,1.33,,
1640,03-28-2023 21:00:00,3.28,79.76,0.12,,
1641,03-28-2023 21:10:00,3.08,82.92,0.46,,
1642,03-28-2023 21:20:00,3.15,89.74,1.63,,
1643,03-28-2023 21:30:00,3.38,81.14,0.45,,
1644,03-28-2023 21:40:00,3.31,80.76,0.33,,
1645,03-28-2023 21:50:00,3.08,85.09,0.82,,
1646,03-28-2023 22:00:00,3.06,84.27,0.67,,
1647,03-28-2023 22:10:00,3.31,81.82,0.51,,
1648,03-28-2023 22:20:00,3.29,87.03,1.34,,
1649,03-28-2023 22:30:00,3.27,80.80,0.29,,
1650,03-28-2023 22:40:00,3.05,83.39,0.52,,
1651,03-28-2023 22:50:00,3.17,89.61,1.63,,
1652,03-28-2023 23:00:00,3.34,82.32,0.62,,
1653,03-28-2023 23:10:00,3.28,81.18,0.36,,
1654,03-28-2023 23:20:00,3.06,84.89,0.77,,
1655,03-28-2023 23:30:00,3.05,85.85,0.92,,
1656,03-28-2023 23:40:00,3.31,81.22,0.40,,
1657,03-28-2023 23:50:00,3.29,86.75,1.30,,
1658,03-29-2023 00:00:00,3.25,81.11,0.32,,
1659,03-29-2023 00:10:00,3.01,83.16,0.44,,
1660,03-29-2023 00:20:00,3.11,89.49,1.55,,
1661,03-29-2023 00:30:00,3.36,83.23,0.79,,
1662,03-29-2023 00:40:00,3.32,80.55,0.30,,
1663,03-29-2023 00:50:00,3.01,85.15,0.76,,
1664,03-29-2023 01:00:00,3.00,86.57,0.98,,
1665,03-29-2023 01:10:00,3.26,81.73,0.44,,
1666,03-29-2023 01:20:00,3.27,86.85,1.29,,
1667,03-29-2023 01:30:00,3.24,82.04,0.47,,
1668,03-29-2023 01:40:00,3.02,83.11,0.44,,
1669,03-29-2023 01:50:00,3.13,89.22,1.53,,
1670,03-29-2023 02:00:00,3.33,83.96,0.88,,
1671,03-29-2023 02:10:00,3.29,80.29,0.22,,
1672,03-29-2023 02:20:00,2.99,85.49,0.80,,
1673,03-29-2023 02:30:00,3.01,87.40,1.12,,
1674,03-29-2023 02:40:00,3.28,81.14,0.36,,
1675,03-29-2023 02:50:00,3.27,86.18,1.18,,
1676,03-29-2023 03:00:00,3.20,82.29,0.48,,
1677,03-29-2023 03:10:00,3.01,82.57,0.34,,
1678,03-29-2023 03:20:00,3.14,89.09,1.52,,
1679,03-29-2023 03:30:00,3.30,84.68,0.97,,
1680,03-29-2023 03:40:00,3.31,79.79,0.16,,
1681,03-29-2023 03:50:00,2.99,85.55,0.81,,
1682,03-29-2023 04:00:00,3.02,88.41,1.29,,
1683,03-29-2023 04:10:00,3.33,80.33,0.27,,
1684,03-29-2023 04:20:00,3.27,86.09,1.17,,
1685,03-29-2023 04:30:00,3.19,82.79,0.55,,
1686,03-29-2023 04:40:00,3.04,82.27,0.32,,
1687,03-29-2023 04:50:00,3.15,88.93,1.50,,
1688,03-29-2023 05:00:00,3.32,85.11,1.06,,
1689,03-29-2023 05:10:00,3.31,79.06,0.03,,
1690,03-29-2023 05:20:00,3.00,85.46,0.80,,
1691,03-29-2023 05:30:00,3.00,88.87,1.35,,
1692,03-29-2023 05:40:00,3.35,79.70,0.18,,
1693,03-29-2023 05:50:00,3.28,85.57,1.09,,
1694,03-29-2023 06:00:00,3.17,82.95,0.56,,
1695,03-29-2023 06:10:00,3.03,81.97,0.26,,
1696,03-29-2023 06:20:00,3.19,88.18,1.43,,
1697,03-29-2023 06:30:00,3.33,85.55,1.14,,
1698,03-29-2023 06:40:00,3.27,79.02,-0.02,,
1699,03-29-2023 06:50:00,3.00,85.45,0.80,,
1700,03-29-2023 07:00:00,3.83,85.48,1.62,,
1701,03-29-2023 07:10:00,4.41,71.76,-0.24,,
1702,03-29-2023 07:20:00,4.38,77.08,0.73,,
1703,03-29-2023 07:30:00,4.29,75.99,0.44,,
1704,03-29-2023 07:40:00,4.17,73.61,-0.12,,
1705,03-29-2023 07:50:00,4.38,77.55,0.81,,
1706,03-29-2023 08:00:00,4.42,77.47,0.83,,
1707,03-29-2023 08:10:00,4.44,69.20,-0.71,,
1708,03-29-2023 08:20:00,4.19,75.68,0.28,,
1709,03-29-2023 08:30:00,4.20,81.97,1.40,,
1710,03-29-2023 08:40:00,4.47,69.54,-0.61,,
1711,03-29-2023 08:50:00,4.41,74.41,0.26,,
1712,03-29-2023 09:00:00,4.28,75.53,0.34,,
1713,03-29-2023 09:10:00,4.16,72.39,-0.36,,
1714,03-29-2023 09:20:00,4.37,76.97,0.70,,
1715,03-29-2023 09:30:00,4.44,77.68,0.88,,
1716,03-29-2023 09:40:00,4.42,69.19,-0.73,,
1717,03-29-2023 09:50:00,4.17,75.75,0.28,,
1718,03-29-2023 10:00:00,4.20,81.76,1.37,,
1719,03-29-2023 10:10:00,4.51,69.68,-0.54,,
1720,03-29-2023 10:20:00,4.42,74.16,0.22,,
1721,03-29-2023 10:30:00,4.30,75.86,0.42,,
1722,03-29-2023 10:40:00,4.17,72.48,-0.33,,
1723,03-29-2023 10:50:00,4.42,75.45,0.46,,
1724,03-29-2023 11:00:00,4.45,77.96,0.95,,
1725,03-29-2023 11:10:00,4.45,69.04,-0.73,,
1726,03-29-2023 11:20:00,4.19,75.19,0.19,,
1727,03-29-2023 11:30:00,6.38,68.34,0.98,,
1728,03-29-2023 11:40:00,12.34,47.30,1.45,,
1729,03-29-2023 11:50:00,14.11,45.13,2.41,,
1730,03-29-2023 12:00:00,14.98,43.71,2.75,,
1731,03-29-2023 12:10:00,15.34,42.99,2.85,,
1732,03-29-2023 12:20:00,15.53,42.90,2.98,,
1733,03-29-2023 12:30:00,15.63,42.61,2.98,,
1734,03-29-2023 12:40:00,15.70,42.84,3.12,,
1735,03-29-2023 12:50:00,15.74,42.65,3.09,,
1736,03-29-2023 13:00:00,15.82,42.52,3.12,,
1737,03-29-2023 13:10:00,15.81,42.77,3.19,,
1738,03-29-2023 13:20:00,15.72,42.41,2.99,,
1739,03-29-2023 13:30:00,15.72,42.90,3.16,,
1740,03-29-2023 13:40:00,15.78,42.04,2.93,,
1741,03-29-2023 13:50:00,15.76,41.66,2.78,,
1742,03-29-2023 14:00:00,15.74,42.35,2.99,,
1743,03-29-2023 14:10:00,15.82,42.26,3.03,,
1744,03-29-2023 14:20:00,15.85,41.81,2.91,,
1745,03-29-2023 14:30:00,15.90,42.15,3.07,,
1746,03-29-2023 14:40:00,15.95,41.06,2.74,,
1747,03-29-2023 14:50:00,15.93,40.12,2.41,,
1748,03-29-2023 15:00:00,15.90,39.92,2.31,,
1749,03-29-2023 15:10:00,14.26,37.32,-0.09,,
1750,03-29-2023 15:20:00,5.05,44.81,-5.95,,
1751,03-29-2023 15:30:00,1.58,72.45,-2.83,,
1752,03-29-2023 15:40:00,1.97,78.61,-1.35,,
1753,03-29-2023 15:50:00,2.69,76.87,-0.96,,
1754,03-29-2023 16:00:00,3.01,81.12,0.09,,
1755,03-29-2023 16:10:00,3.05,78.65,-0.29,,
1756,03-29-2023 16:20:00,3.08,75.28,-0.87,,
1757,03-29-2023 16:30:00,2.82,79.71,-0.34,,
1758,03-29-2023 16:40:00,3.05,82.46,0.36,,
1759,03-29-2023 16:50:00,3.23,75.68,-0.65,,
1760,03-29-2023 17:00:00,3.13,78.12,-0.31,,
1761,03-29-2023 17:10:00,2.97,77.35,-0.60,,
1762,03-29-2023 17:20:00,3.03,77.82,-0.46,,
1763,03-29-2023 17:30:00,3.21,80.80,0.24,,
1764,03-29-2023 17:40:00,3.20,79.51,0.01,,
1765,03-29-2023 17:50:00,3.15,75.47,-0.76,,
1766,03-29-2023 18:00:00,2.91,80.63,-0.09,,
1767,03-29-2023 18:10:00,3.13,83.20,0.56,,
1768,03-29-2023 18:20:00,3.28,76.35,-0.48,,
1769,03-29-2023 18:30:00,3.14,78.98,-0.15,,
1770,03-29-2023 18:40:00,2.95,78.77,-0.37,,
1771,03-29-2023 18:50:00,3.04,78.94,-0.25,,
1772,03-29-2023 19:00:00,3.06,83.33,0.52,,
1773,03-29-2023 19:10:00,3.08,84.18,0.67,,
1774,03-29-2023 19:20:00,3.11,79.88,-0.02,,
1775,03-29-2023 19:30:00,2.85,86.42,0.81,,
1776,03-29-2023 19:40:00,3.06,87.46,1.19,,
